1,0.401489999999999,0.01,0.208219999999999,0.244894999999999,0.01,0.201724999999999,0.01,0.01,0.01,0.34561
0.26326,0.382639999999999,0.01,0.2277,0.242474999999999,0.01,0.21027,0.01,0.01,0.01,0.33399
0.260360000000001,0.322225000000001,0.01,0.263924999999999,0.234259999999999,0.01,0.229749999999999,0.01,0.01,0.01,0.332619999999999
0.256975,0.244894999999999,0.01,0.263924999999999,0.216379999999999,0.01,0.266320000000001,0.01,0.01,0.01,0.33809
0.272445,0.168045,0.01,0.264265,0.204780000000001,0.01,0.269735000000001,0.01,0.01,0.01,0.342875
0.292260000000001,0.128895,0.01,0.23932,0.197045000000001,0.01,0.278965000000001,0.01,0.01,0.0158000000000004,0.32305
0.289845,0.0428649999999993,0.01,0.26461,0.204780000000001,0.01,0.285115000000001,0.01,0.01,0.0808050000000003,0.292295
0.273895,0.01,0.01,0.249570000000001,0.206710000000001,0.01,0.26837,0.01,0.01,0.14823,0.2629
0.241994999999999,0.01,0.01,0.206849999999999,0.180129999999999,0.01,0.247180000000001,0.01,0.0790350000000001,0.176745,0.232145
0.240545,0.01,0.01,0.2048,0.15693,0.01,0.22326,0.01,0.11526,0.19076,0.207535
0.230875000000001,0.01,0.01,0.233164999999999,0.143395,0.01,0.185319999999999,0.01,0.135085,0.208645,0.18908
0.221695,0.01,0.01,0.264265,0.142429999999999,0.01,0.139525000000001,0.01,0.14807,0.233775000000001,0.11458
0.262774999999999,0.01,0.01,0.236244999999999,0.134694999999999,0.01,0.109449999999999,0.01,0.164475,0.265675,0.01
0.223630000000001,0.01,0.01,0.21779,0.056400000000001,0.01,0.0971499999999992,0.01,0.183615,0.29419,0.01
0.21348,0.01,0.01,0.207535,0.01,0.01,0.0499849999999992,0.01,0.203435,0.29419,0.01
0.220245,0.01,0.01,0.199335000000001,0.01,0.01,0.0130749999999989,0.01,0.22599,0.315460000000001,0.01
0.21396,0.01,0.01,0.194549999999999,0.01,0.01,0.01,0.01,0.25333,0.32561,0.01
0.21203,0.01,0.01,0.191130000000001,0.01,0.01,0.01,0.01,0.291609999999999,0.325125,0.01
0.233295000000001,0.01,0.01,0.179169999999999,0.01,0.01,0.01,0.01,0.320315000000001,0.316425,0.01
0.211545000000001,0.01,0.01,0.144649999999999,0.01,0.01,0.01,0.01,0.343555,0.315460000000001,0.01
0.202360000000001,0.01,0.01,0.119704999999999,0.01,0.01,0.01,0.01,0.374995,0.31594,0.01
0.201875,0.01,0.01,0.0909950000000004,0.01,0.01,0.01,0.01,0.394135,0.307725,0.01
0.185445,0.01,0.01,0.0698049999999989,0.01,0.01,0.01,0.01,0.3832,0.30579,0.01
0.149195,0.01,0.01,0.0322150000000011,0.01,0.01,0.01,0.01,0.37568,0.314974999999999,0.01
0.142909999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.395505000000001,0.31594,0.01
0.144845,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.421475,0.325125,0.01
0.133244999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42558,0.338175,0.01
0.113910000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42763,0.360405,0.01
0.0245000000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43378,0.395205,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.485730000000001,0.431455,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54451,0.46529,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.580740000000001,0.507819999999999,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.576635000000001,0.531500000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.598510000000001,0.565820000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.634735000000001,0.586600000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.669594999999999,0.6272,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.705820000000001,0.68133,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.721545000000001,0.727249999999999,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.742049999999999,0.768330000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.772805000000001,0.814245000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76652,0.839380000000001,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.707874999999999,0.861125,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.707874999999999,0.86451,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54588,0.83358,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.497345,0.764945,0.01
0.01,0.01,0.0859899999999993,0.01,0.01,0.01,0.01,0.01,0.44335,0.696315,0.01
0.01,0.01,0.172204999999999,0.01,0.01,0.01,0.01,0.01,0.348339999999999,0.59385,0.01
0.01,0.01,0.238,0.01,0.01,0.01,0.01,0.01,0.24308,0.498634999999999,0.01
0.01,0.01,0.326065000000001,0.01,0.01,0.01,0.01,0.01,0.11458,0.352675,0.01
0.01,0.01,0.332695000000001,0.01,0.01,0.01,0.01,0.01,0.0277700000000004,0.252625,0.01
0.01,0.01,0.310015000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.137595,0.01
0.01,0.01,0.342655,0.01,0.01,0.01,0.01,0.01,0.01,0.0428650000000005,0.01
